Location,No. of Cases,Date
ougang Street 11 (Blk 158),1,21/06/2019
ougang Street 11 (Blk 161),1,21/06/2019
ougang Street 11 (The Minton),15,21/06/2019
ampong Sireh,4,21/06/2019
Lor Ah Soo (Blk 140),3,21/06/2019
Lor Ah Soo (Blk 144),1,21/06/2019
Surin Avenue,9,21/06/2019
Surin Lane,1,21/06/2019
Surin Road,1,21/06/2019
Aljunied Avenue 2 (Blk 115),1,21/06/2019
Aljunied Avenue 2 (Blk 119),2,21/06/2019
Aljunied Crescent (Blk 98),1,21/06/2019
Aljunied Crescent (Blk 101),1,21/06/2019
Aljunied Crescent (Blk 103),2,21/06/2019
Aljunied Crescent (Blk 108),1,21/06/2019
Aljunied Crescent (Blk 109),3,21/06/2019
Aljunied Crescent (Blk 110),12,21/06/2019
Aljunied Crescent (Blk 111),7,21/06/2019
Aljunied Crescent (Blk 112),2,21/06/2019
Geylang East Avenue 1 (Blk 124),1,21/06/2019
Geylang East Avenue 1 (Blk 125),1,21/06/2019
Geylang East Avenue 1 (Blk 127),3,21/06/2019
Geylang East Avenue 2,1,21/06/2019
Geylang East Central (Blk 120),1,21/06/2019
Geylang East Central (Blk 123),1,21/06/2019
Begonia Drive,15,21/06/2019
Dedap Road,7,21/06/2019
Kasai Road,13,21/06/2019
Upper Neram Road,2,21/06/2019
Yio Chu Kang Road,2,21/06/2019
Geylang Road,1,21/06/2019
Geylang East Avenue 2 (Simsville),9,21/06/2019
Guillemard Road (Grandlink Square),5,21/06/2019
Lorong 35 Geylang,1,21/06/2019
Lorong 37 Geylang,2,21/06/2019
Lorong 37 Geylang (Palm Lodge),4,21/06/2019
Lorong 39 Geylang,2,21/06/2019
Lorong 42 Geylang (Aston Mansion),2,21/06/2019
Paya Lebar Road (Paya Lebar Residences),3,21/06/2019
Chai Chee Road (Blk 1),2,21/06/2019
Chai Chee Street (Blk 50),2,21/06/2019
Chai Chee Street (Blk 51),3,21/06/2019
Chai Chee Street (Blk 52),8,21/06/2019
Chai Chee Street (Blk 53),3,21/06/2019
Chai Chee Street (Blk 54),15,21/06/2019
Flora Drive (Carissa Park Condominium),1,21/06/2019
Flora Road Avila Gardens),2,21/06/2019
Jalan Batalong,1,21/06/2019
Jalan Chelagi,4,21/06/2019
Jalan Kelempong,1,21/06/2019
Loyang Rise,9,21/06/2019
Loyang View,10,21/06/2019
Mariam Way,1,21/06/2019
Hougang Avenue 1 (Blk 115),4,21/06/2019
Hougang Avenue 1 (Blk 165),1,21/06/2019
Hougang Avenue 1 (Blk 167),6,21/06/2019
Hougang Avenue 1 (Blk 168),1,21/06/2019
Hougang Avenue 1 (Blk 170),1,21/06/2019
Hougang Avenue 1 (Blk 172),1,21/06/2019
orong Ah Soo (Blk 129),4,21/06/2019
orong Ah Soo (Blk 131),1,21/06/2019
orong Ah Soo (Blk 132),1,21/06/2019
orong Ah Soo (Blk 134),1,21/06/2019
orong Ah Soo (Blk 135),3,21/06/2019
orong Ah Soo (Blk 137),1,21/06/2019
Pasir Ris Street 13 (Blk 150),1,21/06/2019
Pasir Ris Street 13 (Blk 151),1,21/06/2019
Pasir Ris Street 13 (Blk 153),1,21/06/2019
Pasir Ris Street 21 (Blk 257),1,21/06/2019
Pasir Ris Street 21 (Blk 266),6,21/06/2019
Pasir Ris Street 21 (Blk 267),1,21/06/2019
Pasir Ris Street 21 (Blk 269),2,21/06/2019
Pasir Ris Street 21 (Blk 270),1,21/06/2019
Pasir Ris Street 21 (Blk 271),1,21/06/2019
Pasir Ris Street 21 (Blk 272),2,21/06/2019
Pasir Ris Street 21 (Blk 273),7,21/06/2019
Pasir Ris Street 21 (Blk 274),2,21/06/2019
Pasir Ris Street 21 (Blk 275),3,21/06/2019
Ang Mo Kio Avenue 10 (Blk 412),1,21/06/2019
Ang Mo Kio Avenue 10 (Blk 414),1,21/06/2019
Ang Mo Kio Avenue 10 (Blk 416),3,21/06/2019
Ang Mo Kio Avenue 10 (Blk 417),3,21/06/2019
Ang Mo Kio Avenue 10 (Blk 418),2,21/06/2019
Ang Mo Kio Avenue 10 (Blk 419),2,21/06/2019
Ang Mo Kio Avenue 10 (Blk 438),1,21/06/2019
Ang Mo Kio Avenue 10 (Blk 440),1,21/06/2019
Ang Mo Kio Avenue 10 (Blk 441),2,21/06/2019
Ang Mo Kio Avenue 10 (Blk 443),1,21/06/2019
Ang Mo Kio Avenue 10 (Blk 444),2,21/06/2019
Ang Mo Kio Avenue 10 (Blk 445),1,21/06/2019
Ang Mo Kio Avenue 10 (Blk 447),1,21/06/2019
Ang Mo Kio Avenue 10 (Blk 449),1,21/06/2019
Ang Mo Kio Avenue 10 (Blk 458),1,21/06/2019
Ang Mo Kio Avenue 10 (Blk 465),1,21/06/2019
Ang Mo Kio Avenue 10 (Blk 468),1,21/06/2019
Ang Mo Kio Street 44 (Blk 455A),1,21/06/2019
Circuit Road (Blk 37),6,21/06/2019
Circuit Road (Blk 39),2,21/06/2019
Circuit Road (Blk 44),1,21/06/2019
Circuit Road (Blk 62),2,21/06/2019
Circuit Road (Blk 64),2,21/06/2019
Circuit Road (Blk 65),12,21/06/2019
Bedok eservoir Road (Blk 710),10,21/06/2019
Bedok eservoir Road (Blk 711),5,21/06/2019
Bedok eservoir Road (Blk 712),1,21/06/2019
Bedok eservoir Road (Blk 713),1,21/06/2019
Bedok eservoir Road (Blk 714),2,21/06/2019
Bedok eservoir Road (Blk 719),1,21/06/2019
Bedok eservoir Road (Blk 720),4,21/06/2019
ommonwealth Avenue (Blk 7),2,21/06/2019
ommonwealth Avenue (Blk 7A),1,21/06/2019
ommonwealth Crescent (Blk 113),2,21/06/2019
Holland Avenue (Blk 2),1,21/06/2019
Holland Avenue (Blk 8),5,21/06/2019
Holland Avenue (Blk 9),1,21/06/2019
Holland Avenue (Blk 10),1,21/06/2019
Holland Avenue (Blk 12),1,21/06/2019
Holland Close (Blk 1),1,21/06/2019
Holland Close (Blk 3),1,21/06/2019
Holland Close (Blk 4),2,21/06/2019
Holland Close (Blk 5),2,21/06/2019
Holland Close (Blk 30A),1,21/06/2019
Holland Drive (Blk 11),2,21/06/2019
Holland Drive (Blk 41),1,21/06/2019
Geylang East Avenue 1 (Blk 132),4,21/06/2019
Geylang East Avenue 1 (Blk 133),3,21/06/2019
Geylang East Avenue 1 (Blk 134),2,21/06/2019
Geylang East Avenue 1 Central Grove),4,21/06/2019
Geylang East Avenue 2 (Sims Edge),2,21/06/2019
Lorong 25 Geylang,1,21/06/2019
Lorong 27 Geylang,3,21/06/2019
Braddell Rise,1,21/06/2019
Lorong 1 Toa Payoh (Blk 110),2,21/06/2019
Lorong 1 Toa Payoh (Blk 111),1,21/06/2019
Lorong 1 Toa Payoh (Blk 112),1,21/06/2019
Lorong 1 Toa Payoh (Blk 113),4,21/06/2019
Lorong 1 Toa Payoh (Blk 114),5,21/06/2019
Lorong 1 Toa Payoh (Blk 115),2,21/06/2019
Toa Payoh North (Blk 206),1,21/06/2019
Toa Payoh North (Blk 207),1,21/06/2019
Toa Payoh North (Blk 209),2,21/06/2019
Lorong 6 Realty Park,9,21/06/2019
Lorong 7 Realty Park,9,21/06/2019
Hougang Avenue 3 (Blk 16),1,21/06/2019
Hougang Avenue 3 (Blk 18),1,21/06/2019
ougang Street 31 (Blk 374),1,21/06/2019
ougang Street 31 (Blk 375),2,21/06/2019
Jalan Rengkam,2,21/06/2019
ampines Road (The Tembusu),1,21/06/2019
Upper Serangoon Road,2,21/06/2019
Valley Road,1,21/06/2019
Geylang Road,1,21/06/2019
Lorong 3 Geylang,2,21/06/2019
Lorong 3 Geylang (Blk 111),2,21/06/2019
Upper Boon Keng Road (Blk 2A),2,21/06/2019
Upper Boon Keng Road (Blk 3B),1,21/06/2019
Upper Boon Keng Road (Blk 5A),1,21/06/2019
Upper Boon Keng Road (Blk 11),3,21/06/2019
Upper Boon Keng Road (Blk 13),1,21/06/2019
Upper Boon Keng Road (Blk 15),1,21/06/2019
Upper Boon Keng Road (Blk 19),2,21/06/2019
Lorong Lew Lian (Blk 3),1,21/06/2019
Lorong Lew Lian (Blk 7),1,21/06/2019
Serangoon Avenue 1 (Blk 425),1,21/06/2019
Serangoon Central (Blk 411),1,21/06/2019
Serangoon Central (Blk 414),1,21/06/2019
Serangoon Central (Blk 421),1,21/06/2019
Serangoon Central (Blk 423),1,21/06/2019
Serangoon Central (Blk 424),2,21/06/2019
Serangoon Central (Blk 425),2,21/06/2019
Serangoon Central (Blk 427),2,21/06/2019
Guan Soon Avenue,1,21/06/2019
Sea Breeze Avenue,2,21/06/2019
Simei Street 1 (Blk 101),1,21/06/2019
Simei Street 1 (Eastpoint Green),11,21/06/2019
Jalan Gembira,1,21/06/2019
Jalan Mesra,1,21/06/2019
Jalan Setia,5,21/06/2019
Joo Seng Road (Blk 9),1,21/06/2019
Joo Seng Road (Blk 10),1,21/06/2019
Joo Seng Road (Blk 11),1,21/06/2019
Joo Seng Road (Blk 19),1,21/06/2019
Joo Seng Road (Blk 21),1,21/06/2019
pper Aljunied Lane (Blk 4),2,21/06/2019
pper Aljunied Lane (Blk 5),1,21/06/2019
Bishan Street 13 (Blk 173),3,21/06/2019
Bishan Street 13 (Blk 175),2,21/06/2019
Bishan Street 13 (Blk 176),1,21/06/2019
Bishan Street 13 (Blk 177),2,21/06/2019
Bishan Street 13 (Blk 181),1,21/06/2019
Bishan Street 13 (Blk 182),1,21/06/2019
Bishan Street 13 (Blk 189),1,21/06/2019
Bishan Street 13 (Blk 193),2,21/06/2019
Jurong West Avenue 1 (Blk 538),1,21/06/2019
Jurong West Avenue 1 (Blk 539),5,21/06/2019
Jurong West Street 42 (Blk 543),1,21/06/2019
Jurong West Street 42 (Blk 547),1,21/06/2019
Jurong West Street 52 (Blk 528),1,21/06/2019
Jurong West Street 52 (Blk 529),1,21/06/2019
Jurong West Street 52 (Blk 530),1,21/06/2019
Jurong West Street 52 (Blk 532),1,21/06/2019
Jurong West Street 52 (Blk 533),1,21/06/2019
Pasir Ris Street 11 (Blk 110),1,21/06/2019
Pasir Ris Street 11 (Blk 111),1,21/06/2019
Pasir Ris Street 11 (Blk 117),1,21/06/2019
Pasir Ris Street 11 (Blk 118),1,21/06/2019
Pasir Ris Street 11 (Blk 119),2,21/06/2019
Pasir Ris Street 11 (Blk 120),1,21/06/2019
Pasir Ris Street 11 (Blk 121),5,21/06/2019
Circuit Road (Blk 43),1,21/06/2019
Circuit Road (Blk 46),2,21/06/2019
Circuit Road (Blk 47),1,21/06/2019
Circuit Road (Blk 48),2,21/06/2019
Circuit Road (Blk 49),1,21/06/2019
Circuit Road (Blk 50),2,21/06/2019
Circuit Road (Blk 51),1,21/06/2019
Circuit Road (Blk 58),2,21/06/2019
ommonwealth Crescent (Blk 96),1,21/06/2019
ommonwealth Crescent (Blk 97),1,21/06/2019
ommonwealth Crescent (Blk 98),1,21/06/2019
ommonwealth Crescent (Blk 99),1,21/06/2019
ommonwealth Crescent (Blk 101),1,21/06/2019
ommonwealth Crescent (Blk 102),1,21/06/2019
ommonwealth Drive (Blk 89),1,21/06/2019
ommonwealth Drive (Blk 92),2,21/06/2019
ommonwealth Drive (Blk 93),1,21/06/2019
ommonwealth Drive (Blk 94),2,21/06/2019
Hougang Avenue 3 (Blk 246),1,21/06/2019
Hougang Avenue 3 (Blk 247),2,21/06/2019
Hougang Avenue 3 (Blk 250),1,21/06/2019
Hougang Avenue 3 (Blk 251),2,21/06/2019
ougang Street 22 (Blk 244),1,21/06/2019
Jalan Hock Chye,1,21/06/2019
Lorong 1 Toa Payoh (Blk 98),3,21/06/2019
Lorong 1 Toa Payoh (Blk 103),1,21/06/2019
Lorong 1 Toa Payoh (Blk 105),2,21/06/2019
Lorong 2 Toa Payoh (Blk 99C),1,21/06/2019
Lorong 2 Toa Payoh (Blk 101A),3,21/06/2019
Lorong 2 Toa Payoh (Blk 116),1,21/06/2019
Lorong 3 Toa Payoh (Blk 96),1,21/06/2019
Bedok eservoir Road (Blk 613),2,21/06/2019
Bedok eservoir Road (Blk 619),1,21/06/2019
Bedok eservoir Road (Blk 621),5,21/06/2019
Bedok eservoir Road (Blk 622),1,21/06/2019
Bedok eservoir Road (Blk 627),1,21/06/2019
Bedok eservoir Road (Blk 631),1,21/06/2019
Lorong 1 Toa Payoh (Blk 148),1,21/06/2019
Lorong 1 Toa Payoh (Blk 156),1,21/06/2019
Lorong 1 Toa Payoh (Blk 157),1,21/06/2019
Lorong 1 Toa Payoh (Oleander Towers),3,21/06/2019
Lorong 2 Toa Payoh (Blk 142),1,21/06/2019
Lorong 2 Toa Payoh (Blk 146),1,21/06/2019
Lorong 2 Toa Payoh (Blk 147),2,21/06/2019
Miltonia Close,7,21/06/2019
Miltonia Close (Skies Miltonia),1,21/06/2019
Miltonia Close (The Miltonia Residences),3,21/06/2019
Simei Street 4 (Blk 222),1,21/06/2019
Simei Street 4 (Blk 223),1,21/06/2019
Simei Street 4 (Double Bay Residences),6,21/06/2019
Sunbird Road,3,21/06/2019
Woodlands Avenue 6 (Blk 723),2,21/06/2019
Woodlands Avenue 6 (Blk 725),1,21/06/2019
Woodlands Circle (Blk 721),1,21/06/2019
Woodlands Circle (Blk 721),1,21/06/2019
Woodlands Circle (Blk 732),1,21/06/2019
Woodlands Circle (Blk 733),1,21/06/2019
Woodlands Drive 60 (Blk 786B),1,21/06/2019
Woodlands Drive 70 (Blk 715),3,21/06/2019
Bedok North Avenue 4 (Blk 99),1,21/06/2019
Bedok North Avenue 4 (Blk 100),1,21/06/2019
Bedok North Avenue 4 (Blk 102),4,21/06/2019
Bedok North Avenue 4 (Blk 103),2,21/06/2019
Bedok North Road (Blk 108),1,21/06/2019
Merryn Road,1,21/06/2019
Trevose Crescent (Trevose Park),9,21/06/2019
Ang Mo Kio Avenue 8 (Blk 508),5,21/06/2019
Ang Mo Kio Avenue 8 (Blk 509),2,21/06/2019
Ang Mo Kio Avenue 8 (Blk 510),2,21/06/2019
Bishan Street 23 (Blk 224),1,21/06/2019
Bishan Street 23 (Blk 225),1,21/06/2019
Bishan Street 23 (Blk 228),3,21/06/2019
Bishan Street 23 (Blk 229),3,21/06/2019
Bishan Street 23 (Blk 231),1,21/06/2019
Bukit Batok Street 34 (Blk 337),1,21/06/2019
Bukit Batok Street 34 (Blk 338),1,21/06/2019
Bukit Batok Street 34 (Blk 339),1,21/06/2019
Bukit Batok Street 34 (Blk 340),1,21/06/2019
Bukit Batok West Avenue 5 (Blk 383),2,21/06/2019
Bukit Batok West Avenue 5 (Blk 384),1,21/06/2019
Bukit Batok West Avenue 5 (Blk 385),1,21/06/2019
Bukit Batok West Avenue 5 (Blk 386),1,21/06/2019
ommonwealth Drive (Blk 50),1,21/06/2019
Tanglin Halt Road (Blk 24),1,21/06/2019
Tanglin Halt Road (Blk 89),3,21/06/2019
Tanglin Halt Road (Blk 90),3,21/06/2019
rankel Terrace,2,21/06/2019
Jalan Kembangan (The Trumps),6,21/06/2019
Siglap Plain,1,21/06/2019
Bedok North Road (Blk 421),1,21/06/2019
Bedok North Street 1 (Blk 201),1,21/06/2019
Bedok North Street 1 (Blk 419),4,21/06/2019
Chai Chee Street (Blk 41),2,21/06/2019
Bedok South Avenue 3 (Blk 161),2,21/06/2019
Bedok South Avenue 3 (Blk 167),1,21/06/2019
Bedok South Road (Blk 162),2,21/06/2019
Bedok South Road (Blk 163),1,21/06/2019
Bedok South Road (Blk 164),1,21/06/2019
Bedok South Road (Blk 171),1,21/06/2019
Lengkong Dua,1,21/06/2019
Lengkong Empat,3,21/06/2019
Lengkong Empat (Grosvenor View),1,21/06/2019
engkong Lima,1,21/06/2019
Lengkong Satu,2,21/06/2019
Choa Chu ang Avenue 3 (Blk 470),2,21/06/2019
Choa Chu ang Avenue 4 (Blk 458),1,21/06/2019
Choa Chu ang Avenue 4 (Blk 464),1,21/06/2019
Choa Chu ang Avenue 5 (Blk 488A),1,21/06/2019
Island Gardens Walk,6,21/06/2019
Sin Ming Avenue (Flame Tree Park),1,21/06/2019
Jalan Limau Nipis,1,21/06/2019
Jalan Limau Purut,1,21/06/2019
Limau Garden,2,21/06/2019
Limau Rise,3,21/06/2019
Lorong 4 Toa Payoh (Blk 56),1,21/06/2019
Lorong 4 Toa Payoh (Blk 62),1,21/06/2019
Lorong 4 Toa Payoh (Blk 85A),1,21/06/2019
Lorong 5 Toa Payoh (Blk 57),4,21/06/2019
Tampines Street 21 (Blk 230H),1,21/06/2019
Tampines Street 21 (Blk 260),1,21/06/2019
Tampines Street 42 (Blk 446),1,21/06/2019
Tampines Street 42 (Blk 449),1,21/06/2019
Tampines Street 42 (Blk 450A),1,21/06/2019
Tampines Street 42 (Blk 450D),1,21/06/2019
Tampines Street 42 (Blk 459),1,21/06/2019
Ang Mo Kio Avenue 10 (Blk 469),1,21/06/2019
Ang Mo Kio Avenue 10 (Blk 470),1,21/06/2019
Ang Mo Kio Avenue 10 (Blk 472),1,21/06/2019
Bukit Batok Street 21 (Blk 207),1,21/06/2019
Bukit Batok Street 21 (Blk 210),1,21/06/2019
Bukit Batok Street 21 (Blk 210A),1,21/06/2019
Bukit Batok Street 21 (Blk 211),3,21/06/2019
Coldstream Avenue,1,21/06/2019
Dunbar Walk,3,21/06/2019
orong N Telok Kurau,1,21/06/2019
orong N Telok Kurau (Treescape),1,21/06/2019
Cowdray Avenue,2,21/06/2019
Huddington Avenue,2,21/06/2019
Bridport Avenue,1,21/06/2019
Portchester Avenue,1,21/06/2019
Hougang Avenue 1 (Blk 102),1,21/06/2019
Hougang Avenue 1 (Blk 103),1,21/06/2019
Hougang Avenue 1 (Blk 109),2,21/06/2019
Hougang Avenue 1 (Blk 110),1,21/06/2019
ougang Street 22 (Blk 239),1,21/06/2019
Hougang Avenue 7 (The Florida),1,21/06/2019
Upper Serangoon Crescent (Blk 473C),1,21/06/2019
Upper Serangoon Crescent (Blk 475C),4,21/06/2019
Lorong 1 Toa Payoh (Blk 239),2,21/06/2019
Toa Payoh North (Blk 201),4,21/06/2019
Marine Drive (Blk 73),1,21/06/2019
Marine Drive (Blk 74),1,21/06/2019
Marine Drive (Blk 75),2,21/06/2019
Marine Drive (Blk 77),1,21/06/2019
Sembawang Close (Blk 319),1,21/06/2019
Sembawang Close (Blk 324),1,21/06/2019
Sembawang Close (Blk 329),1,21/06/2019
Sembawang Close (Blk 332),2,21/06/2019
Sembawang Close (Blk 334),1,21/06/2019
Serangoon orth Avenue 1,2,21/06/2019
Serangoon orth Avenue 1 (Blk 101),1,21/06/2019
Serangoon orth Avenue 1 (Blk 106),1,21/06/2019
Serangoon orth Avenue 1 (Blk 111),2,21/06/2019
Simei Street 1 (Blk 107),1,21/06/2019
Simei Street 1 (Blk 109),1,21/06/2019
Simei Street 1 (Blk 117),3,21/06/2019
Simei Street 1 (Blk 256),1,21/06/2019
Vernon Park (nearer to Joo Seng Road),6,21/06/2019
Bedok eservoir View (Aquarius by the Park),1,21/06/2019
Bedok eservoir View (Blk 763),1,21/06/2019
Bedok eservoir View (Blk 766),2,21/06/2019
Bedok eservoir View (Blk 773),1,21/06/2019
Chai Chee Avenue (Blk 37),1,21/06/2019
Chai Chee Avenue (Blk 40),1,21/06/2019
Choa Chu ang Avenue 1 (Blk 202),3,21/06/2019
Choa Chu ang Avenue 1 (Blk 203),1,21/06/2019
Choa Chu Kang Central (Blk 234),1,21/06/2019
Choa Chu ang Avenue 2 (Blk 250),1,21/06/2019
ong San Walk Palm Gardens),4,21/06/2019
Choa Chu Kang Crescent (Blk 672A),2,21/06/2019
Choa Chu Kang Crescent (Blk 675),1,21/06/2019
Choa Chu Kang North 7 (Blk 618),1,21/06/2019
Choa Chu Kang North 7 (Blk 619),1,21/06/2019
Jurong West Street 64 (Blk 668D),1,21/06/2019
Jurong West Street 64 (Blk 669B),1,21/06/2019
Jurong West Street 64 (Blk 669D),1,21/06/2019
Jurong West Street 65 (Blk 667C),1,21/06/2019
Jurong West Street 65 (Blk 670A),1,21/06/2019
Lorong 5 Toa Payoh (Blk 38),2,21/06/2019
Lorong 5 Toa Payoh (Blk 43),2,21/06/2019
Lorong 5 Toa Payoh (Blk 68),1,21/06/2019
Pending Road (Blk 223),1,21/06/2019
Pending Road (Blk 225),1,21/06/2019
Pending Road (Blk 229),1,21/06/2019
Pending Road (Blk 230),1,21/06/2019
Rowell Road,1,21/06/2019
Somme Road,1,21/06/2019
Sturdee Road,1,21/06/2019
Sturdee Road (Kerrisdale),2,21/06/2019
Alnwick Road,1,21/06/2019
Hythe Road,1,21/06/2019
Jalan Chulek,1,21/06/2019
Worthing Road,1,21/06/2019
Bedok eservoir Road (Blk 103),1,21/06/2019
Bedok eservoir Road (Blk 108),1,21/06/2019
Bedok eservoir Road (Blk 115),1,21/06/2019
Jalan Eunos,1,21/06/2019
Bedok South Avenue 2 (Blk 35),1,21/06/2019
Bedok South Road (Blk 41),2,21/06/2019
Bedok South Road (Blk 42),1,21/06/2019
Bournemouth Road,3,21/06/2019
Mountbatten Road,1,21/06/2019
arpmael Road,1,21/06/2019
arpmael Road (The Carpmaelina),3,21/06/2019
assia Crescent (Blk 28),1,21/06/2019
Guillemard Crescent,1,21/06/2019
Pine Close (Blk 10),1,21/06/2019
Pine Close (Blk 11),1,21/06/2019
Choa Chu Kang North 5 (Blk 753),1,21/06/2019
Choa Chu Kang North 5 (Blk 758),2,21/06/2019
Dorset Road (Blk 50),1,21/06/2019
Owen Road,1,21/06/2019
Race Course Road (Blk 681),1,21/06/2019
Starlight Road,1,21/06/2019
Dunbar Walk,2,21/06/2019
rankel Avenue,1,21/06/2019
Greenfield Drive,1,21/06/2019
rankel Avenue,3,21/06/2019
Hartley Grove,1,21/06/2019
Geylang Bahru (Blk 55),1,21/06/2019
Geylang Bahru (Blk 56),2,21/06/2019
Geylang Bahru (Blk 59A),1,21/06/2019
Hougang Avenue 4 (Blk 603),1,21/06/2019
Hougang Avenue 4 (Blk 608),1,21/06/2019
Hougang Avenue 8 (Blk 676),1,21/06/2019
Hougang Avenue 8 (Blk 681),1,21/06/2019
Hougang Avenue 8 (Blk 506),2,21/06/2019
Hougang Avenue 10,1,21/06/2019
Hougang Avenue 10,1,21/06/2019
Hougang Avenue 8 (Blk 626),1,21/06/2019
Hougang Avenue 8 (Blk 632),1,21/06/2019
Hougang Avenue 8 (Blk 645),1,21/06/2019
Hougang Avenue 8 (Blk 648),1,21/06/2019
Jalan Tenteram (Blk 16),1,21/06/2019
Jalan Tenteram (Blk 18),1,21/06/2019
Jalan Tenteram (Blk 21),1,21/06/2019
Jurong West Street 64 (Blk 664C),1,21/06/2019
Jurong West Street 64 (Blk 664D),1,21/06/2019
Jurong West Street 65 (Blk 609),1,21/06/2019
Jurong West Street 65 (Blk 663A),1,21/06/2019
Mackenzie Road (Mackenzie Regency),1,21/06/2019
Mount Emily Road (Parc Emily),1,21/06/2019
Sophia Road (Mount Sophia Suites),1,21/06/2019
Wilkie Road (Le Wilkie),1,21/06/2019
Paya Lebar Crescent (Tangerine Grove),1,21/06/2019
Paya Lebar Walk,2,21/06/2019
Upper Paya Lebar Road,1,21/06/2019
Woodlands Ring Road (Blk 632),2,21/06/2019
Woodlands Ring Road (Blk 636),1,21/06/2019
Woodlands Ring Road (Blk 639),1,21/06/2019
Anchorvale Link (Blk 304B),1,21/06/2019
Anchorvale Link (Blk 305C),1,21/06/2019
Anchorvale Road (Blk 308C),1,21/06/2019
Ang Mo Kio Avenue 3 (Blk 101),1,21/06/2019
Mayflower Avenue,2,21/06/2019
Ang Mo Kio Avenue 3 (Blk 119),3,21/06/2019
Bedok eservoir Road (Blk 148),1,21/06/2019
Bedok eservoir Road (Blk 150),1,21/06/2019
Bishan Street 12 (Blk 126),1,21/06/2019
Bishan Street 12 (Blk 130),1,21/06/2019
Bishan Street 12 (Blk 131),1,21/06/2019
Bishan Street 22 (Blk 258),1,21/06/2019
Bishan Street 24 (Blk 264),1,21/06/2019
Bishan Street 24 (Blk 265),1,21/06/2019
Cantonment Close (Blk 9),1,21/06/2019
Cantonment Close (Blk 13),1,21/06/2019
Cantonment Close (Blk 18),1,21/06/2019
Choa Chu Kang North 6 (Blk 561),1,21/06/2019
Choa Chu Kang Street 62 (Blk 603),1,21/06/2019
Choa Chu Kang Street 62 (Blk 627),1,21/06/2019
Compassvale Bow (Blk 265D),1,21/06/2019
Compassvale Bow (Blk 266A),1,21/06/2019
Compassvale Link (Blk 269D),1,21/06/2019
Crescent Road,1,21/06/2019
Mountbatten Road,1,21/06/2019
Wilkinson Road,1,21/06/2019
Defu Lane 8,3,21/06/2019
Elias Road (Blk 610),1,21/06/2019
Pasir Ris Drive 1 (Blk 640),1,21/06/2019
Fernvale Link (Blk 413A),2,21/06/2019
Fernvale Link (Blk 414A),1,21/06/2019
Happy Avenue East,3,21/06/2019
Jalan Bukit Merah (Blk 115),1,21/06/2019
Jalan Membina (Blk 25B),1,21/06/2019
Jalan Membina (Blk 118C),1,21/06/2019
Jalan Daud (Windy Heights),2,21/06/2019
Lengkong Tiga (Blk 103),1,21/06/2019
Jalan Taman (Rio Gardens),1,21/06/2019
Saint Michael's oad (Sunville),2,21/06/2019
Joo Chiat Road,1,21/06/2019
Tembeling Road,2,21/06/2019
Jurong West Avenue 1 (Blk 430),1,21/06/2019
Jurong West Street 42 (Blk 411),1,21/06/2019
Jurong West Street 42 (Blk 412),1,21/06/2019
Jurong West Avenue 5 (Blk 722),1,21/06/2019
Jurong West Street 65 (Blk 636),1,21/06/2019
Jurong West Street 71 (Blk 712),1,21/06/2019
Kaki Bt Rd,1,21/06/2019
Kaki Bukit Industrial Terrace,2,21/06/2019
Koon Seng Road,2,21/06/2019
Pulasan Road,1,21/06/2019
Lentor Green,3,21/06/2019
Lorong 1 Toa Payoh (Blk 170),1,21/06/2019
Lorong 1 Toa Payoh Trellis Towers),1,21/06/2019
Macpherson Road,1,21/06/2019
Tai Thong Crescent (The Venue Residences),2,21/06/2019
Marine Crescent (Blk 28),1,21/06/2019
Marine Crescent (Blk 43),1,21/06/2019
Marine Crescent (Blk 45),1,21/06/2019
Nathan Road (Nathan Residences),1,21/06/2019
Shanghai Road Shanghai One),2,21/06/2019
Pasir Panjang Hill,2,21/06/2019
Pasir Panjang Hill (Kentview Park),1,21/06/2019
Phoenix Road (Hillsta),3,21/06/2019
Rivervale Link (Park Green),3,21/06/2019
Serangoon Avenue 4 (Blk 222),1,21/06/2019
Tai Yuan Heights,2,21/06/2019
Tampines Street 21 (Blk 203),1,21/06/2019
Tampines Street 21 (Blk 204),1,21/06/2019
Tampines Street 21 (Blk 204),1,21/06/2019
Tampines Street 22 (Blk 284),1,21/06/2019
Tampines Street 22 (Blk 285),1,21/06/2019
Tampines Street 22 (Blk 299B),1,21/06/2019
Tampines Street 41 (Blk 410),1,21/06/2019
Tampines Street 41 (Blk 414),1,21/06/2019
Tampines Street 91 (Blk 924),2,21/06/2019
Tampines Street 91 (Blk 928),1,21/06/2019
Ubi Avenue 1,3,21/06/2019
Woodlands Drive 14 (Blk 516),2,21/06/2019
Woodlands Drive 14 (Blk 517),1,21/06/2019
Woodlands Street 41 (Blk 416),1,21/06/2019
Woodlands Street 41 (Blk 427),2,21/06/2019
Admiralty Road West,2,21/06/2019
mber Gardens (One Amber),2,21/06/2019
Ang Mo Kio Avenue 1(Blk 304),1,21/06/2019
Ang Mo Kio Street 31 (Blk 309A),1,21/06/2019
Ang Mo Kio Avenue 1 (Blk 337),1,21/06/2019
Ang Mo Kio Street 32 (Blk 351),1,21/06/2019
Ang Mo Kio Avenue 5 (Blk 503),2,21/06/2019
Bedok North Avenue 3 (Blk 401),1,21/06/2019
Bedok North Avenue 3 (Blk 403),1,21/06/2019
Bedok South Road,1,21/06/2019
